"id","vote_code","name","active","created_by","created_timestamp","updated_by","updated_timestamp","district_id"
"82de88d1-eed9-46b8-8621-e8e545c41f30","599","LWENGO DISTRICT",True,"admin","2022-08-10 12:06:13.656514+03","admin","2022-08-10 12:06:13.656514+03","5d3e1a31-bd95-4e3c-a02d-0a2981744f9f"
"831afb36-eed1-4d39-9e24-03fdb7059d72","559","KAABONG DISTRICT",True,"admin","2022-08-11 04:09:48.375071+03","admin","2022-08-11 04:09:48.375071+03","520a0ec2-0b32-4009-b6bb-30c79ba3e58c"
"8514b279-5513-4ba4-83cc-870a1865d34a","557","BUTALEJA",True,"admin","2022-08-10 13:34:36.251226+03","admin","2022-08-10 13:34:36.251226+03","47c6cd72-3f7b-4e78-85dc-430742bda4eb"
"877ae995-a7ad-4070-9288-6cf0ffef590b","542","MUKONO DISTRICT",True,"admin","2022-08-10 12:16:40.846775+03","admin","2022-08-10 12:16:40.846775+03","68781a71-e9cd-45d7-8844-bef26011e441"
"880ca39a-22f4-4ac0-891c-2ae16912a371","608","BUTAMBALA DISTRICT",True,"admin","2022-08-10 11:54:52.57071+03","admin","2022-08-10 11:54:52.57071+03","2799b542-4b4c-4029-a5d4-fe96af4aeeac"
"883d4cf5-3e04-4152-8b5c-1692890a3c40","519","KANUNGU DISTRICT",True,"admin","2022-08-11 04:24:44.625633+03","admin","2022-08-11 04:24:44.625633+03","6eeefd17-eea0-460c-869c-65d3f2ae9880"
"897e9a44-dd62-4efc-8546-d4c54d37df52","549","RAKAI",True,"admin","2022-08-10 12:19:59.519185+03","admin","2022-08-10 12:19:59.519185+03","4e683277-6527-48e7-91c5-c55c73346b50"
"8b54ca83-5e87-4bd8-921d-fd111f3e3543","630","KAZO DISTRICT",True,"admin","2022-08-10 11:15:25.313669+03","admin","2022-08-10 11:15:25.313669+03","50ed8d71-e076-46f2-879c-aeae2004adad"
"8dea20d0-8754-4252-b9b0-870c6f1e523c","564","AMOLATAR DISTRICT",True,"admin","2022-08-11 04:30:06.562533+03","admin","2022-08-11 04:30:06.562533+03","f26f24ff-dd48-4c16-817b-d4b1f3182832"
"8e477e6e-581a-4cfa-b9a2-7182ec864827","602","RUBIRIZI DISTRICT",True,"admin","2022-08-10 11:23:09.623531+03","admin","2022-08-10 11:23:09.623531+03","f9681798-9edc-48a8-b569-773fdf2350b6"
"8e6b2d04-922c-49a9-a15f-049db2f6c413","759","MASAKA CITY",True,"admin","2022-08-10 12:10:27.570258+03","admin","2022-08-10 12:10:27.570258+03","49e6633e-74eb-44c0-be5f-1f8156b936d8"
"8ffecabb-8400-4d47-b210-ea52981f6d69","122","KCCA",True,"admin","2022-08-10 12:01:09.055683+03","admin","2022-08-10 12:01:09.055683+03","08511a0c-ba68-4537-ba47-0c684be915c1"
"906a2959-7cad-4b0b-8064-e20a1dd69a89","624","BUGWERI DISTRICT",True,"admin","2022-08-10 21:04:21.198611+03","admin","2022-08-11 04:21:42.114781+03","19aa8b1a-dd1e-4417-bf2e-567350954ce9"
"91c5179d-53af-4432-8c81-b5b0eafcf859","755","JINJA CITY",True,"admin","2022-08-11 03:55:32.080576+03","admin","2022-08-11 03:55:32.080576+03","f91735d7-b9cf-4439-8109-7589319a663f"
"91ece1cb-b76a-4c39-84e2-c454a61de1e8","618","PAKWACH DISTRICT",True,"admin","2022-08-11 05:21:47.440897+03","admin","2022-08-11 05:21:47.440897+03","b55635a5-8351-4e65-8aef-06748f1a2b22"
"92f566ee-5a92-4725-99ee-54ec2ac18367","777","BUSHENYI-ISHAKA MUNICIPAL COUNCIL",True,"admin","2022-08-10 11:12:04.737915+03","admin","2022-08-10 11:12:04.737915+03","a1537de4-9b3d-43c1-a296-6dcbc6b8ba4b"
"93a31969-06e9-43de-8417-b7858d957e77","546","NTUNGAMO DISTRICT",True,"admin","2022-08-10 11:21:48.050732+03","admin","2022-08-10 11:21:48.050732+03","f44f8682-f9c6-4751-acb6-009b4865f82c"
"951cb47d-a91e-431b-9153-dfc0277e9cbf","515","KALANGALA DISTRICT",True,"admin","2022-08-10 11:59:33.568974+03","admin","2022-08-10 11:59:33.568974+03","a04bd6fe-b861-4c4a-b402-1b3564a734c8"
"9a344ae3-2678-46e3-b63a-fd0f1e3b0734","604","NAPAK DISTRICT",True,"admin","2022-08-11 04:22:40.281293+03","admin","2022-08-11 04:22:40.281293+03","d5254575-0c15-4746-92ef-2881840cfdda"
